user,gnb,beam,bps
0,0,7,23635898.236311756
1,1,4,44019693.571522705
2,6,3,15261972.569165168
3,4,6,8955078.125364494
4,6,3,23682343.01201938
5,1,1,12833526.583453892
6,0,6,14699420.35794724
7,6,3,28588038.708563093
8,2,6,10996973.296787819
9,2,2,20374929.18069772
